id,name,movie_id
878.0,Science Fiction,23048
35.0,Comedy,23048
12.0,Adventure,23048
14.0,Fantasy,10191
12.0,Adventure,10191
16.0,Animation,10191
10751.0,Family,10191
16.0,Animation,22582
10751.0,Family,22582
12.0,Adventure,28510
28.0,Action,28510
878.0,Science Fiction,28510
53.0,Thriller,28510
53.0,Thriller,33421
9648.0,Mystery,33421
80.0,Crime,21467
53.0,Thriller,21467
35.0,Comedy,21467
28.0,Action,109572
16.0,Animation,109572
35.0,Comedy,109572
10770.0,TV Movie,109572
35.0,Comedy,10469
9648.0,Mystery,10469
53.0,Thriller,10469
12.0,Adventure,18823
14.0,Fantasy,18823
28.0,Action,18823
28.0,Action,23483
80.0,Crime,23483
80.0,Crime,16686
18.0,Drama,16686
53.0,Thriller,16686
80.0,Crime,15973
18.0,Drama,15973
53.0,Thriller,15973
35.0,Comedy,33217
10751.0,Family,33217
18.0,Drama,17960
27.0,Horror,37169
12.0,Adventure,10138
28.0,Action,10138
878.0,Science Fiction,10138
35.0,Comedy,4180
10769.0,Foreign,125271
35.0,Comedy,125271
27.0,Horror,23437
9648.0,Mystery,23437
53.0,Thriller,23437
35.0,Comedy,261538
35.0,Comedy,253232
35.0,Comedy,37786
18.0,Drama,37786
10749.0,Romance,37786
35.0,Comedy,10241
10769.0,Foreign,10241
18.0,Drama,38318
10752.0,War,38318
80.0,Crime,13058
18.0,Drama,13058
12.0,Adventure,34480
27.0,Horror,34480
53.0,Thriller,34480
16.0,Animation,10193
10751.0,Family,10193
35.0,Comedy,10193
35.0,Comedy,10192
12.0,Adventure,10192
14.0,Fantasy,10192
16.0,Animation,10192
10751.0,Family,10192
12.0,Adventure,24021
14.0,Fantasy,24021
18.0,Drama,24021
10749.0,Romance,24021
99.0,Documentary,208478
18.0,Drama,208478
35.0,Comedy,39129
18.0,Drama,39129
10751.0,Family,39129
10749.0,Romance,39129
28.0,Action,34851
878.0,Science Fiction,34851
12.0,Adventure,34851
53.0,Thriller,34851
16.0,Animation,20352
10751.0,Family,20352
35.0,Comedy,38365
27.0,Horror,16304
878.0,Science Fiction,16304
35.0,Comedy,35019
14.0,Fantasy,35019
35.0,Comedy,31203
28.0,Action,37472
36.0,History,37472
18.0,Drama,37472
80.0,Crime,45322
27.0,Horror,45322
9648.0,Mystery,45322
12.0,Adventure,28426
35.0,Comedy,28426
10749.0,Romance,28426
878.0,Science Fiction,28426
10752.0,War,28426
53.0,Thriller,27578
12.0,Adventure,27578
28.0,Action,27578
35.0,Comedy,43593
27.0,Horror,43593
18.0,Drama,16346
10751.0,Family,16346
80.0,Crime,42194
18.0,Drama,42194
28.0,Action,42194
53.0,Thriller,42194
878.0,Science Fiction,42194
16.0,Animation,28609
27.0,Horror,38358
18.0,Drama,38358
53.0,Thriller,38358
35.0,Comedy,14158
99.0,Documentary,14158
28.0,Action,23631
35.0,Comedy,23631
53.0,Thriller,23631
18.0,Drama,41233
10749.0,Romance,41233
28.0,Action,206145
12.0,Adventure,206145
14.0,Fantasy,206145
27.0,Horror,40264
35.0,Comedy,40264
35.0,Comedy,28938
28.0,Action,35791
12.0,Adventure,35791
27.0,Horror,35791
878.0,Science Fiction,35791
28.0,Action,45162
12.0,Adventure,45162
16.0,Animation,45162
18.0,Drama,33909
80.0,Crime,33909
35.0,Comedy,39691
10751.0,Family,39691
28.0,Action,41486
10769.0,Foreign,41486
28.0,Action,41482
9648.0,Mystery,59581
53.0,Thriller,59581
80.0,Crime,59581
18.0,Drama,59581
18.0,Drama,43933
53.0,Thriller,43933
878.0,Science Fiction,43933
28.0,Action,46812
12.0,Adventure,46812
35.0,Comedy,46812
35.0,Comedy,16290
99.0,Documentary,16290
28.0,Action,16290
99.0,Documentary,39312
10752.0,War,39312
27.0,Horror,42941
53.0,Thriller,42941
28.0,Action,39514
12.0,Adventure,39514
35.0,Comedy,39514
80.0,Crime,39514
53.0,Thriller,39514
10751.0,Family,11389
35.0,Comedy,11389
80.0,Crime,11389
35.0,Comedy,4729
27.0,Horror,41436
53.0,Thriller,41436
28.0,Action,38234
53.0,Thriller,38234
10751.0,Family,11391
35.0,Comedy,11391
80.0,Crime,11391
27.0,Horror,41439
80.0,Crime,41439
16.0,Animation,48466
35.0,Comedy,48466
12.0,Adventure,12444
14.0,Fantasy,12444
10751.0,Family,12444
16.0,Animation,38757
10751.0,Family,38757
28.0,Action,26769
99.0,Documentary,26769
12.0,Adventure,10140
10751.0,Family,10140
14.0,Fantasy,10140
14.0,Fantasy,48395
27.0,Horror,43919
35.0,Comedy,43919
53.0,Thriller,43919
12.0,Adventure,20526
28.0,Action,20526
878.0,Science Fiction,20526
28.0,Action,54178
18.0,Drama,15740
10751.0,Family,15740
35.0,Comedy,39451
10749.0,Romance,39451
16.0,Animation,1361
10751.0,Family,1361
14.0,Fantasy,1361
35.0,Comedy,54430
14.0,Fantasy,54430
10749.0,Romance,54430
10749.0,Romance,56402
18.0,Drama,56402
35.0,Comedy,56402
28.0,Action,43209
12.0,Adventure,43209
36.0,History,43209
28.0,Action,45284
80.0,Crime,45284
18.0,Drama,45284
16.0,Animation,22843
878.0,Science Fiction,22843
28.0,Action,22843
18.0,Drama,22843
53.0,Thriller,43947
80.0,Crime,43947
27.0,Horror,43947
16.0,Animation,60213
80.0,Crime,12536
35.0,Comedy,12536
10751.0,Family,12536
27.0,Horror,46441
9648.0,Mystery,46441
53.0,Thriller,46441
28.0,Action,27582
53.0,Thriller,27582
80.0,Crime,27582
12.0,Adventure,60290
16.0,Animation,60290
28.0,Action,60290
16.0,Animation,60221
27.0,Horror,9706
9648.0,Mystery,22620
16.0,Animation,22620
35.0,Comedy,22620
14.0,Fantasy,22620
9648.0,Mystery,47533
14.0,Fantasy,47533
35.0,Comedy,47533
12.0,Adventure,47533
18.0,Drama,47931
28.0,Action,47931
80.0,Crime,47931
28.0,Action,15362
53.0,Thriller,15362
80.0,Crime,15362
18.0,Drama,15362
35.0,Comedy,11406
14.0,Fantasy,16140
53.0,Thriller,16140
9648.0,Mystery,16140
27.0,Horror,49018
53.0,Thriller,49018
14.0,Fantasy,20329
28.0,Action,20329
53.0,Thriller,20329
878.0,Science Fiction,20329
9648.0,Mystery,20329
10751.0,Family,60307
35.0,Comedy,60307
35.0,Comedy,10408
35.0,Comedy,83651
18.0,Drama,83651
28.0,Action,46523
35.0,Comedy,46523
18.0,Drama,29920
53.0,Thriller,29920
80.0,Crime,29920
27.0,Horror,41446
9648.0,Mystery,41446
16.0,Animation,46195
12.0,Adventure,46195
35.0,Comedy,46195
10751.0,Family,46195
12.0,Adventure,10195
14.0,Fantasy,10195
28.0,Action,10195
18.0,Drama,56780
53.0,Thriller,56780
878.0,Science Fiction,56780
9648.0,Mystery,56780
35.0,Comedy,48415
27.0,Horror,42709
35.0,Comedy,9511
10749.0,Romance,9511
28.0,Action,51497
53.0,Thriller,51497
80.0,Crime,51497
28.0,Action,32654
12.0,Adventure,32654
14.0,Fantasy,32654
28.0,Action,1679
878.0,Science Fiction,1679
27.0,Horror,1679
12.0,Adventure,1865
28.0,Action,1865
14.0,Fantasy,1865
35.0,Comedy,45243
28.0,Action,3107
878.0,Science Fiction,3107
53.0,Thriller,3107
27.0,Horror,3107
16.0,Animation,51170
10751.0,Family,51170
35.0,Comedy,51170
53.0,Thriller,76171
28.0,Action,76171
16.0,Animation,49444
10751.0,Family,49444
28.0,Action,49538
878.0,Science Fiction,49538
12.0,Adventure,49538
28.0,Action,50507
35.0,Comedy,50507
28.0,Action,15766
14.0,Fantasy,15766
878.0,Science Fiction,15766
28.0,Action,56272
35.0,Comedy,56272
18.0,Drama,56272
28.0,Action,38356
878.0,Science Fiction,38356
12.0,Adventure,38356
9648.0,Mystery,61546
35.0,Comedy,51540
80.0,Crime,51540
16.0,Animation,49013
10751.0,Family,49013
12.0,Adventure,49013
35.0,Comedy,49013
18.0,Drama,45690
10769.0,Foreign,45690
18.0,Drama,71982
37.0,Western,71982
10751.0,Family,12445
14.0,Fantasy,12445
12.0,Adventure,12445
28.0,Action,1771
12.0,Adventure,1771
878.0,Science Fiction,1771
27.0,Horror,59115
9648.0,Mystery,59115
878.0,Science Fiction,59115
80.0,Crime,59566
9648.0,Mystery,59566
53.0,Thriller,59566
18.0,Drama,59566
10751.0,Family,54540
28.0,Action,28039
18.0,Drama,28039
36.0,History,28039
10752.0,War,28039
16.0,Animation,13931
10751.0,Family,13931
16.0,Animation,41513
10751.0,Family,41513
12.0,Adventure,41513
35.0,Comedy,41513
14.0,Fantasy,41513
18.0,Drama,67636
37.0,Western,67636
37.0,Western,51765
18.0,Drama,51765
10751.0,Family,12819
16.0,Animation,12819
35.0,Comedy,45839
10751.0,Family,45839
28.0,Action,51620
53.0,Thriller,51620
878.0,Science Fiction,51620
35.0,Comedy,63943
53.0,Thriller,61791
28.0,Action,61791
18.0,Drama,61791
878.0,Science Fiction,61791
27.0,Horror,56832
28.0,Action,56832
878.0,Science Fiction,56832
27.0,Horror,55779
9648.0,Mystery,55779
35.0,Comedy,55465
18.0,Drama,38774
53.0,Thriller,38774
80.0,Crime,38774
9648.0,Mystery,38774
9648.0,Mystery,29484
53.0,Thriller,29484
80.0,Crime,29484
18.0,Drama,29484
10751.0,Family,56288
35.0,Comedy,56288
28.0,Action,56288
27.0,Horror,58151
35.0,Comedy,58151
18.0,Drama,21786
27.0,Horror,21786
9648.0,Mystery,21786
53.0,Thriller,21786
18.0,Drama,52015
27.0,Horror,52015
28.0,Action,52015
53.0,Thriller,52015
878.0,Science Fiction,52015
27.0,Horror,20441
27.0,Horror,40016
878.0,Science Fiction,40016
9648.0,Mystery,73358
53.0,Thriller,73358
18.0,Drama,73358
35.0,Comedy,69798
99.0,Documentary,72914
35.0,Comedy,36236
18.0,Drama,36236
10749.0,Romance,36236
878.0,Science Fiction,24428
28.0,Action,24428
12.0,Adventure,24428
27.0,Horror,60935
878.0,Science Fiction,60935
9648.0,Mystery,60935
53.0,Thriller,60935
35.0,Comedy,75969
28.0,Action,10005
12.0,Adventure,10005
53.0,Thriller,10005
27.0,Horror,72571
80.0,Crime,58233
12.0,Adventure,58233
28.0,Action,58233
35.0,Comedy,58233
53.0,Thriller,58233
18.0,Drama,56122
35.0,Comedy,56122
18.0,Drama,94336
35.0,Comedy,64328
10751.0,Family,64328
10402.0,Music,64328
12.0,Adventure,50619
14.0,Fantasy,50619
10749.0,Romance,50619
10402.0,Music,15157
28.0,Action,74135
9648.0,Mystery,74135
878.0,Science Fiction,74135
16.0,Animation,28118
10751.0,Family,28118
10751.0,Family,11625
16.0,Animation,11625
12.0,Adventure,11625
35.0,Comedy,11625
10751.0,Family,9369
16.0,Animation,9369
12.0,Adventure,9369
35.0,Comedy,9369
10751.0,Family,9642
16.0,Animation,9642
35.0,Comedy,9642
12.0,Adventure,9642
16.0,Animation,65759
35.0,Comedy,65759
10751.0,Family,65759
28.0,Action,76163
12.0,Adventure,76163
53.0,Thriller,76163
28.0,Action,13396
12.0,Adventure,13396
16.0,Animation,13396
10751.0,Family,13396
14.0,Fantasy,13396
27.0,Horror,46020
35.0,Comedy,46020
878.0,Science Fiction,46020
53.0,Thriller,46020
878.0,Science Fiction,70160
12.0,Adventure,70160
14.0,Fantasy,70160
28.0,Action,49026
80.0,Crime,49026
18.0,Drama,49026
53.0,Thriller,49026
28.0,Action,49040
53.0,Thriller,49040
12.0,Adventure,58574
28.0,Action,58574
80.0,Crime,58574
9648.0,Mystery,58574
35.0,Comedy,30245
28.0,Action,56292
53.0,Thriller,56292
12.0,Adventure,56292
35.0,Comedy,55301
14.0,Fantasy,55301
10751.0,Family,55301
10402.0,Music,55301
16.0,Animation,55301
12.0,Adventure,24833
28.0,Action,74523
18.0,Drama,62837
10751.0,Family,62837
14.0,Fantasy,52520
28.0,Action,52520
27.0,Horror,52520
18.0,Drama,74997
27.0,Horror,74997
80.0,Crime,74997
27.0,Horror,71670
35.0,Comedy,57809
35.0,Comedy,85317
53.0,Thriller,50698
27.0,Horror,50698
28.0,Action,48492
12.0,Adventure,48492
18.0,Drama,48492
9648.0,Mystery,48492
18.0,Drama,65086
27.0,Horror,65086
53.0,Thriller,65086
12.0,Adventure,72545
28.0,Action,72545
878.0,Science Fiction,72545
35.0,Comedy,53174
27.0,Horror,74471
28.0,Action,74471
53.0,Thriller,74471
878.0,Science Fiction,74471
28.0,Action,71676
14.0,Fantasy,71676
53.0,Thriller,71676
27.0,Horror,71672
53.0,Thriller,71672
28.0,Action,18705
53.0,Thriller,18705
9648.0,Mystery,18705
35.0,Comedy,38674
28.0,Action,64688
35.0,Comedy,64688
80.0,Crime,64688
35.0,Comedy,79221
10749.0,Romance,79221
12.0,Adventure,57165
28.0,Action,26881
18.0,Drama,26881
12.0,Adventure,26881
35.0,Comedy,71552
28.0,Action,94329
53.0,Thriller,94329
80.0,Crime,94329
18.0,Drama,36228
27.0,Horror,36228
10749.0,Romance,36228
10769.0,Foreign,36228
18.0,Drama,85052
35.0,Comedy,85052
10749.0,Romance,85052
18.0,Drama,74534
35.0,Comedy,74534
80.0,Crime,86416
18.0,Drama,86416
9648.0,Mystery,86416
35.0,Comedy,67660
10749.0,Romance,67660
10749.0,Romance,61979
18.0,Drama,61979
12.0,Adventure,14400
18.0,Drama,14400
28.0,Action,14400
53.0,Thriller,14400
28.0,Action,41154
35.0,Comedy,41154
878.0,Science Fiction,41154
12.0,Adventure,58595
14.0,Fantasy,58595
18.0,Drama,58595
27.0,Horror,27646
878.0,Science Fiction,70981
12.0,Adventure,70981
9648.0,Mystery,70981
27.0,Horror,111440
9648.0,Mystery,111440
53.0,Thriller,111440
16.0,Animation,80321
10751.0,Family,80321
28.0,Action,39144
16.0,Animation,39144
28.0,Action,39145
16.0,Animation,39145
16.0,Animation,22855
28.0,Action,22855
12.0,Adventure,22855
28.0,Action,116776
16.0,Animation,116776
28.0,Action,39100
16.0,Animation,39100
16.0,Animation,13313
10751.0,Family,13313
28.0,Action,39101
16.0,Animation,39101
12.0,Adventure,13761
16.0,Animation,13761
10749.0,Romance,13761
10751.0,Family,13761
35.0,Comedy,72105
14.0,Fantasy,72105
18.0,Drama,77930
35.0,Comedy,77930
28.0,Action,39103
16.0,Animation,39103
28.0,Action,24752
16.0,Animation,24752
12.0,Adventure,24752
28.0,Action,39104
16.0,Animation,39104
16.0,Animation,34433
12.0,Adventure,34433
10751.0,Family,34433
28.0,Action,1930
12.0,Adventure,1930
14.0,Fantasy,1930
28.0,Action,39105
16.0,Animation,39105
27.0,Horror,23823
53.0,Thriller,23823
16.0,Animation,57800
35.0,Comedy,57800
12.0,Adventure,57800
10751.0,Family,57800
10751.0,Family,25913
16.0,Animation,25913
12.0,Adventure,25913
9648.0,Mystery,59706
53.0,Thriller,59706
35.0,Comedy,84165
28.0,Action,44251
16.0,Animation,44251
28.0,Action,39106
16.0,Animation,39106
28.0,Action,39107
16.0,Animation,39107
28.0,Action,14863
27.0,Horror,14863
53.0,Thriller,14863
35.0,Comedy,56909
14.0,Fantasy,39108
16.0,Animation,39108
28.0,Action,39108
878.0,Science Fiction,39108
28.0,Action,39323
16.0,Animation,39323
35.0,Comedy,16130
12.0,Adventure,80410
14.0,Fantasy,80410
18.0,Drama,80410
28.0,Action,80410
28.0,Action,39324
16.0,Animation,39324
12.0,Adventure,39324
10751.0,Family,13676
16.0,Animation,13676
28.0,Action,37724
12.0,Adventure,37724
53.0,Thriller,37724
35.0,Comedy,82650
10751.0,Family,82650
10751.0,Family,14128
16.0,Animation,14128
10749.0,Romance,14128
14.0,Fantasy,14128
27.0,Horror,71668
53.0,Thriller,71668
35.0,Comedy,71668
99.0,Documentary,83660
35.0,Comedy,114150
10402.0,Music,114150
10749.0,Romance,114150
12.0,Adventure,26505
14.0,Fantasy,26505
16.0,Animation,26505
10751.0,Family,26505
28.0,Action,15895
14.0,Fantasy,15895
28.0,Action,28218
12.0,Adventure,28218
35.0,Comedy,28218
14.0,Fantasy,28218
28.0,Action,71679
27.0,Horror,71679
878.0,Science Fiction,71679
27.0,Horror,55723
53.0,Thriller,84348
27.0,Horror,84348
28.0,Action,82675
80.0,Crime,82675
53.0,Thriller,82675
28.0,Action,17165
16.0,Animation,17165
12.0,Adventure,17165
35.0,Comedy,10089
27.0,Horror,10089
27.0,Horror,82507
53.0,Thriller,82507
9648.0,Mystery,82507
16.0,Animation,76492
35.0,Comedy,76492
10751.0,Family,76492
14.0,Fantasy,76492
80.0,Crime,33390
53.0,Thriller,33390
9648.0,Mystery,33390
18.0,Drama,33390
35.0,Comedy,33390
80.0,Crime,33391
18.0,Drama,33391
9648.0,Mystery,33391
53.0,Thriller,33391
35.0,Comedy,33391
18.0,Drama,134371
878.0,Science Fiction,134371
9648.0,Mystery,134371
14.0,Fantasy,40075
28.0,Action,40075
12.0,Adventure,40075
10751.0,Family,72391
35.0,Comedy,72391
12.0,Adventure,72391
35.0,Comedy,57089
16.0,Animation,57089
10751.0,Family,57089
27.0,Horror,80280
28.0,Action,117691
53.0,Thriller,117691
80.0,Crime,117691
10751.0,Family,99770
12.0,Adventure,99770
35.0,Comedy,99770
27.0,Horror,82990
28.0,Action,94348
53.0,Thriller,94348
80.0,Crime,94348
9648.0,Mystery,94348
53.0,Thriller,61012
27.0,Horror,61012
9648.0,Mystery,61012
99.0,Documentary,164753
10751.0,Family,82690
16.0,Animation,82690
35.0,Comedy,82690
12.0,Adventure,82690
11176.0,Carousel Productions,1997-08-20
11602.0,Vision View Entertainment,1997-08-20
29812.0,Telescene Film Group Productions,1997-08-20
28.0,Action,97430
18.0,Drama,19139
35.0,Comedy,65851
99.0,Documentary,65851
28.0,Action,65851
14.0,Fantasy,12594
27.0,Horror,12594
28.0,Action,123025
16.0,Animation,123025
12.0,Adventure,50620
14.0,Fantasy,50620
18.0,Drama,50620
10749.0,Romance,50620
10402.0,Music,85446
18.0,Drama,85446
10749.0,Romance,85446
27.0,Horror,70584
12.0,Adventure,13679
16.0,Animation,13679
10751.0,Family,13679
14.0,Fantasy,13679
28.0,Action,94380
18.0,Drama,94380
35.0,Comedy,125504
10752.0,War,93289
28.0,Action,93289
35.0,Comedy,93289
28.0,Action,25539
12.0,Adventure,25539
35.0,Comedy,25539
80.0,Crime,25539
28.0,Action,10044
35.0,Comedy,10044
28.0,Action,18707
35.0,Comedy,18707
28.0,Action,10275
28.0,Action,37030
35.0,Comedy,37030
28.0,Action,37032
35.0,Comedy,37032
12.0,Adventure,49051
14.0,Fantasy,49051
28.0,Action,49051
28.0,Action,10620
37.0,Western,10620
18.0,Drama,117629
10749.0,Romance,117629
35.0,Comedy,19099
10749.0,Romance,19099
80.0,Crime,75780
18.0,Drama,75780
53.0,Thriller,75780
14.0,Fantasy,94352
10751.0,Family,94352
35.0,Comedy,139455
27.0,Horror,139455
53.0,Thriller,139455
9648.0,Mystery,139455
35.0,Comedy,95511
35.0,Comedy,44244
10402.0,Music,44244
10770.0,TV Movie,44244
18.0,Drama,41592
27.0,Horror,134597
53.0,Thriller,134597
28.0,Action,127533
18.0,Drama,127533
36.0,History,127533
35.0,Comedy,33303
35.0,Comedy,34905
27.0,Horror,31022
80.0,Crime,31022
27.0,Horror,76617
53.0,Thriller,76617
35.0,Comedy,139038
27.0,Horror,139038
28.0,Action,142061
16.0,Animation,142061
16.0,Animation,115223
10751.0,Family,115223
12.0,Adventure,115223
12.0,Adventure,88557
16.0,Animation,88557
10751.0,Family,88557
10770.0,TV Movie,31046
80.0,Crime,31046
18.0,Drama,31046
53.0,Thriller,31046
18.0,Drama,30347
53.0,Thriller,30347
80.0,Crime,30347
9648.0,Mystery,30347
10770.0,TV Movie,26114
18.0,Drama,26114
53.0,Thriller,26114
80.0,Crime,26114
18.0,Drama,43263
53.0,Thriller,43263
80.0,Crime,43263
9648.0,Mystery,43263
10770.0,TV Movie,59238
18.0,Drama,59238
53.0,Thriller,59238
80.0,Crime,59238
9648.0,Mystery,59238
18.0,Drama,110148
53.0,Thriller,110148
80.0,Crime,110148
9648.0,Mystery,110148
28.0,Action,100183
27.0,Horror,100183
35.0,Comedy,97353
35.0,Comedy,24925
27.0,Horror,24925
28.0,Action,156717
878.0,Science Fiction,156717
53.0,Thriller,156717
12.0,Adventure,44450
10749.0,Romance,44450
36.0,History,44450
10769.0,Foreign,19336
878.0,Science Fiction,19336
35.0,Comedy,33301
35.0,Comedy,50076
10749.0,Romance,50076
27.0,Horror,150202
18.0,Drama,150202
53.0,Thriller,150202
16.0,Animation,13648
27.0,Horror,13648
28.0,Action,13648
878.0,Science Fiction,13648
16.0,Animation,133121
28.0,Action,98567
12.0,Adventure,98567
12.0,Adventure,53031
18.0,Drama,53031
10751.0,Family,53031
10769.0,Foreign,53031
28.0,Action,47964
53.0,Thriller,47964
35.0,Comedy,56991
53.0,Thriller,122857
28.0,Action,122857
878.0,Science Fiction,122857
27.0,Horror,122857
9648.0,Mystery,122857
10749.0,Romance,132344
18.0,Drama,132344
16.0,Animation,114478
28.0,Action,114478
878.0,Science Fiction,114478
28.0,Action,170657
14.0,Fantasy,170657
12.0,Adventure,170657
35.0,Comedy,170657
27.0,Horror,28090
53.0,Thriller,28090
28.0,Action,28090
27.0,Horror,146203
53.0,Thriller,146203
12.0,Adventure,72559
28.0,Action,72559
878.0,Science Fiction,72559
53.0,Thriller,72559
28.0,Action,9834
18.0,Drama,9834
53.0,Thriller,9834
12.0,Adventure,26883
14.0,Fantasy,26883
18.0,Drama,26883
28.0,Action,26883
878.0,Science Fiction,26883
878.0,Science Fiction,31131
28.0,Action,31131
14.0,Fantasy,31131
28.0,Action,117263
53.0,Thriller,117263
28.0,Action,17501
18.0,Drama,17501
53.0,Thriller,17501
35.0,Comedy,18843
10751.0,Family,18843
14.0,Fantasy,18843
28.0,Action,127544
16.0,Animation,127544
878.0,Science Fiction,127544
18.0,Drama,25516
28.0,Action,25516
878.0,Science Fiction,25516
10749.0,Romance,25516
10769.0,Foreign,25516
35.0,Comedy,4258
27.0,Horror,80384
35.0,Comedy,80384
28.0,Action,76589
16.0,Animation,76589
53.0,Thriller,76589
28.0,Action,68721
12.0,Adventure,68721
878.0,Science Fiction,68721
53.0,Thriller,38453
80.0,Crime,38453
35.0,Comedy,38453
9648.0,Mystery,38453
18.0,Drama,38453
28.0,Action,32100
35.0,Comedy,32100
27.0,Horror,26693
27.0,Horror,36917
28.0,Action,54138
12.0,Adventure,54138
878.0,Science Fiction,54138
12.0,Adventure,42601
28.0,Action,42601
18.0,Drama,42601
18.0,Drama,458
35.0,Comedy,458
10749.0,Romance,458
35.0,Comedy,109439
28.0,Action,82992
53.0,Thriller,82992
80.0,Crime,82992
28.0,Action,197467
10770.0,TV Movie,197467
878.0,Science Fiction,197467
28.0,Action,197481
18.0,Drama,197481
878.0,Science Fiction,197481
10770.0,TV Movie,197481
53.0,Thriller,75656
80.0,Crime,75656
28.0,Action,49521
12.0,Adventure,49521
14.0,Fantasy,49521
878.0,Science Fiction,49521
878.0,Science Fiction,158015
27.0,Horror,158015
53.0,Thriller,158015
28.0,Action,52034
878.0,Science Fiction,52034
27.0,Horror,52034
53.0,Thriller,52034
35.0,Comedy,105965
10751.0,Family,105965
16.0,Animation,62211
10751.0,Family,62211
28.0,Action,68726
878.0,Science Fiction,68726
12.0,Adventure,68726
16.0,Animation,177271
12.0,Adventure,177271
10751.0,Family,177271
28.0,Action,41586
35.0,Comedy,41586
80.0,Crime,41586
9648.0,Mystery,41586
18.0,Drama,59584
9648.0,Mystery,59584
53.0,Thriller,59584
16.0,Animation,93456
35.0,Comedy,93456
10751.0,Family,93456
14.0,Fantasy,44909
18.0,Drama,44909
27.0,Horror,44909
28.0,Action,44909
35.0,Comedy,44909
35.0,Comedy,30654
27.0,Horror,30654
878.0,Science Fiction,30654
35.0,Comedy,82447
35.0,Comedy,24935
27.0,Horror,24935
27.0,Horror,159117
53.0,Thriller,159117
35.0,Comedy,24939
27.0,Horror,24939
27.0,Horror,45875
53.0,Thriller,45875
10770.0,TV Movie,205321
27.0,Horror,205321
35.0,Comedy,24646
14.0,Fantasy,183011
878.0,Science Fiction,183011
16.0,Animation,183011
28.0,Action,183011
12.0,Adventure,183011
27.0,Horror,138843
53.0,Thriller,138843
28.0,Action,76170
878.0,Science Fiction,76170
12.0,Adventure,76170
14.0,Fantasy,76170
28.0,Action,146216
35.0,Comedy,146216
80.0,Crime,146216
53.0,Thriller,146216
28.0,Action,19593
18.0,Drama,19593
878.0,Science Fiction,19593
28.0,Action,19154
12.0,Adventure,19154
878.0,Science Fiction,19154
53.0,Thriller,19154
12.0,Adventure,76285
10751.0,Family,76285
14.0,Fantasy,76285
14.0,Fantasy,77931
10751.0,Family,77931
35.0,Comedy,77931
16.0,Animation,77931
16.0,Animation,201676
35.0,Comedy,201676
10751.0,Family,201676
14.0,Fantasy,201676
10402.0,Music,201676
28.0,Action,30143
12.0,Adventure,30143
16.0,Animation,30143
35.0,Comedy,30143
80.0,Crime,30143
35.0,Comedy,147276
12.0,Adventure,21683
14.0,Fantasy,21683
16.0,Animation,21683
28.0,Action,21683
878.0,Science Fiction,21683
10751.0,Family,21683
35.0,Comedy,109418
28.0,Action,59859
12.0,Adventure,59859
80.0,Crime,59859
878.0,Science Fiction,87421
28.0,Action,87421
53.0,Thriller,87421
16.0,Animation,151960
10751.0,Family,151960
12.0,Adventure,151960
35.0,Comedy,151960
12.0,Adventure,54266
28.0,Action,54266
18.0,Drama,54266
80.0,Crime,59589
18.0,Drama,59589
9648.0,Mystery,59589
53.0,Thriller,59589
18.0,Drama,15440
27.0,Horror,15440
9648.0,Mystery,15440
53.0,Thriller,15440
27.0,Horror,56937
35.0,Comedy,54768
27.0,Horror,27651
53.0,Thriller,207768
27.0,Horror,207768
80.0,Crime,207768
27.0,Horror,91586
53.0,Thriller,91586
16.0,Animation,109451
10751.0,Family,109451
35.0,Comedy,109451
16.0,Animation,51985
10751.0,Family,51985
35.0,Comedy,51985
10751.0,Family,119893
18.0,Drama,119893
28.0,Action,106747
80.0,Crime,106747
53.0,Thriller,106747
18.0,Drama,18167
10749.0,Romance,18167
28.0,Action,39468
878.0,Science Fiction,39468
878.0,Science Fiction,39264
14.0,Fantasy,39264
14.0,Fantasy,29941
18.0,Drama,29941
10751.0,Family,29941
878.0,Science Fiction,39466
28.0,Action,39466
12.0,Adventure,39466
14.0,Fantasy,39466
35.0,Comedy,208134
18.0,Drama,19658
28.0,Action,19658
53.0,Thriller,19658
80.0,Crime,19658
28.0,Action,76338
12.0,Adventure,76338
14.0,Fantasy,76338
878.0,Science Fiction,39469
28.0,Action,39469
28.0,Action,12636
10769.0,Foreign,12636
27.0,Horror,12636
878.0,Science Fiction,12636
16.0,Animation,41498
14.0,Fantasy,41498
12.0,Adventure,41498
28.0,Action,176983
16.0,Animation,176983
12.0,Adventure,176983
12.0,Adventure,101299
28.0,Action,101299
878.0,Science Fiction,101299
12.0,Adventure,57158
14.0,Fantasy,57158
28.0,Action,204435
878.0,Science Fiction,204435
16.0,Animation,109445
12.0,Adventure,109445
10751.0,Family,109445
28.0,Action,21930
27.0,Horror,21930
878.0,Science Fiction,21930
12.0,Adventure,16692
28.0,Action,16692
18.0,Drama,16692
12.0,Adventure,16693
28.0,Action,16693
27.0,Horror,134366
16.0,Animation,75629
878.0,Science Fiction,75629
28.0,Action,75629
18.0,Drama,75629
27.0,Horror,214597
35.0,Comedy,214597
14.0,Fantasy,22899
28.0,Action,22899
27.0,Horror,22899
878.0,Science Fiction,22899
12.0,Adventure,22899
35.0,Comedy,16985
28.0,Action,18510
18.0,Drama,18510
18.0,Drama,18511
12.0,Adventure,18511
28.0,Action,18511
12.0,Adventure,54283
28.0,Action,54283
18.0,Drama,54283
28.0,Action,18624
12.0,Adventure,18624
18.0,Drama,18624
