iso_639_1,name,movie_id
zh,普通话,257932
ru,Pусский,257932
en,English,23903
en,English,135858
ja,日本語,152042
ja,日本語,295830
ja,日本語,30575
ja,日本語,37100
ja,日本語,28460
fr,Français,52761
ur,اردو,115873
hi,हिन्दी,115873
en,English,42949
en,English,33787
en,English,58625
fr,Français,12448
en,English,12448
ru,Pусский,20947
en,English,347096
en,English,26847
it,Italiano,60061
ja,日本語,17433
en,English,356216
en,English,150213
ja,日本語,150213
sv,svenska,150213
en,English,50087
it,Italiano,50087
ja,日本語,50087
en,English,303903
fr,Français,303903
ja,日本語,303903
es,Español,303903
ja,日本語,350499
en,English,42673
en,English,287948
fr,Français,86868
fr,Français,31359
zh,普通话,264264
en,English,34204
en,English,51836
en,English,46169
fr,Français,46169
fr,Français,319341
en,English,351901
ja,日本語,340382
ja,日本語,212162
ja,日本語,152044
cs,Český,329263
de,Deutsch,329263
en,English,43551
no,Norsk,55612
ja,日本語,182131
de,Deutsch,10645
de,Deutsch,459
de,Deutsch,457
en,English,40487
it,Italiano,40487
en,English,38237
de,Deutsch,277967
ro,Română,277967
tr,Türkçe,277967
en,English,159824
th,ภาษาไทย,159824
en,English,204582
en,English,339530
de,Deutsch,297762
en,English,297762
en,English,47934
en,English,353616
es,Español,80105
en,English,93230
sv,svenska,93230
en,English,32105
de,Deutsch,170759
en,English,191975
it,Italiano,56287
en,English,353595
en,English,44848
en,English,20381
ko,한국어/조선말,38015
th,ภาษาไทย,39111
ja,日本語,253451
ru,Pусский,56549
cn,广州话 / 廣州話,137409
en,English,137409
ja,日本語,162006
de,Deutsch,233639
en,English,146301
ru,Pусский,292014
en,English,2734
de,Deutsch,2734
en,English,47354
en,English,13721
pl,Polski,34942
de,Deutsch,135659
sv,svenska,135659
da,Dansk,254201
fr,Français,254201
tr,Türkçe,254201
zh,普通话,335462
en,English,45233
ko,한국어/조선말,64931
en,English,36693
ru,Pусский,41955
ru,Pусский,63536
ru,Pусский,41979
en,English,312221
fr,Français,4728
fr,Français,11913
fr,Français,4727
en,English,10516
fr,Français,10516
it,Italiano,75532
it,Italiano,71995
it,Italiano,62034
fr,Français,10939
it,Italiano,10939
ru,Pусский,63537
ru,Pусский,63538
ru,Pусский,65591
ru,Pусский,65594
ru,Pусский,59803
ru,Pусский,253192
en,English,19493
ru,Pусский,83456
en,English,19543
en,English,79722
en,English,51411
zh,普通话,48300
tr,Türkçe,31060
tr,Türkçe,31061
tr,Türkçe,32926
tr,Türkçe,257343
en,English,76084
sv,svenska,24647
nl,Nederlands,292177
en,English,349158
fr,Français,349158
fr,Français,331836
ja,日本語,23150
ja,日本語,23151
ja,日本語,23153
ja,日本語,23166
ja,日本語,23167
en,English,15706
es,Español,15706
zh,普通话,9048
en,English,299579
hu,Magyar,299579
en,English,30059
ja,日本語,334376
en,English,329833
sv,svenska,24712
sv,svenska,24713
sv,svenska,267048
en,English,359983
en,English,89645
ja,日本語,282069
ja,日本語,282070
it,Italiano,58074
it,Italiano,56068
en,English,26028
en,English,140300
ja,日本語,154738
ja,日本語,347201
ja,日本語,317442
en,English,98440
en,English,98439
ja,日本語,140054
ja,日本語,129745
nl,Nederlands,201386
en,English,89145
nl,Nederlands,35639
fr,Français,111480
de,Deutsch,111480
ja,日本語,349176
en,English,32643
fr,Français,135307
da,Dansk,72054
en,English,79516
ja,日本語,79516
pt,Português,79516
es,Español,79516
ja,日本語,13274
ja,日本語,16907
en,English,193439
en,English,55873
ru,Pусский,55873
en,English,47360
en,English,47363
fr,Français,56589
en,English,323675
en,English,366924
fr,Français,333658
en,English,137533
ja,日本語,68555
ru,Pусский,77294
ja,日本語,18874
en,English,378385
de,Deutsch,378385
pt,Português,378385
en,English,263341
en,English,267860
en,English,361263
en,English,24569
en,English,17276
en,English,24571
en,English,19297
en,English,19252
en,English,24654
en,English,24570
en,English,19293
de,Deutsch,19293
cn,广州话 / 廣州話,365222
en,English,365222
zh,普通话,365222
th,ภาษาไทย,365222
cs,Český,182219
fr,Français,182219
cn,广州话 / 廣州話,127329
fr,Français,127329
zh,普通话,127329
ja,日本語,41472
sv,svenska,11946
hi,हिन्दी,20294
hi,हिन्दी,14546
hi,हिन्दी,44978
hi,हिन्दी,49028
te,తెలుగు,49028
hi,हिन्दी,158519
da,Dansk,382517
en,English,382517
th,ภาษาไทย,382517
de,Deutsch,9084
en,English,14962
en,English,33371
da,Dansk,19812
en,English,193460
en,English,186775
hi,हिन्दी,361131
en,English,26329
en,English,382581
es,Español,382581
en,English,216016
en,English,186268
en,English,166904
de,Deutsch,63065
en,English,302688
en,English,33419
it,Italiano,33419
ru,Pусский,376716
en,English,182950
en,English,357096
en,English,193459
en,English,185289
en,English,184328
en,English,185273
en,English,187516
en,English,156603
en,English,180819
en,English,252916
en,English,115706
en,English,192371
en,English,116160
en,English,107966
en,English,174195
en,English,116190
en,English,70313
en,English,144852
en,English,193435
en,English,178569
en,English,177234
en,English,230182
en,English,109907
hi,हिन्दी,109907
hi,हिन्दी,282346
en,English,290595
en,English,325133
en,English,29487
en,English,29490
en,English,29829
ja,日本語,23154
ja,日本語,212156
de,Deutsch,1652
de,Deutsch,9657
de,Deutsch,9252
de,Deutsch,9379
ja,日本語,60964
ja,日本語,47747
ja,日本語,89458
tr,Türkçe,50025
en,English,326423
en,English,127380
ta,தமிழ்,23767
it,Italiano,113332
ja,日本語,34194
en,English,343972
ja,日本語,21769
ja,日本語,125513
ja,日本語,28697
ja,日本語,125521
ja,日本語,125510
ja,日本語,41365
ja,日本語,35105
es,Español,14829
ja,日本語,14829
ja,日本語,34935
ja,日本語,25843
ja,日本語,87636
ja,日本語,134053
ja,日本語,155017
ja,日本語,160399
ja,日本語,71449
ja,日本語,71444
en,English,31472
ja,日本語,30
ja,日本語,336026
en,English,5066
en,English,383121
ta,தமிழ்,116185
te,తెలుగు,116185
ja,日本語,35752
en,English,258509
en,English,300665
ja,日本語,295273
zh,普通话,295273
sr,Srpski,33604
it,Italiano,58007
de,Deutsch,75897
en,English,241259
en,English,374739
en,English,122293
zh,普通话,291805
en,English,291805
en,English,339526
da,Dansk,11392
da,Dansk,11390
it,Italiano,31264
en,English,308531
en,English,37237
en,English,259693
en,English,391757
en,English,43074
en,English,370687
en,English,400605
en,English,324668
da,Dansk,263945
sv,svenska,263945
en,English,316727
en,English,278154
en,English,388191
ko,한국어/조선말,328716
fr,Français,369776
it,Italiano,12529
it,Italiano,259634
it,Italiano,46572
fr,Français,33201
de,Deutsch,33201
en,English,58430
pt,Português,154441
en,English,18560
en,English,24057
it,Italiano,183073
ar,العربية,48995
en,English,48995
de,Deutsch,48995
sv,svenska,48995
ja,日本語,390734
en,English,54107
en,English,390989
ja,日本語,21452
ja,日本語,28808
sv,svenska,141267
sv,svenska,138115
sv,svenska,138118
sv,svenska,136071
sv,svenska,133879
sv,svenska,24024
sv,svenska,24025
en,English,24025
sv,svenska,229007
sv,svenska,389614
sv,svenska,231811
sv,svenska,168056
sv,svenska,168057
sv,svenska,231812
bg,български език,278924
en,English,278924
en,English,407375
da,Dansk,348668
ja,日本語,26945
en,English,95610
en,English,382399
hi,हिन्दी,391779
it,Italiano,64961
en,English,44749
hi,हिन्दी,44749
da,Dansk,228432
en,English,228432
lv,Latviešu,228432
sv,svenska,228432
ja,日本語,357786
en,English,402331
en,English,412519
ru,Pусский,36161
ja,日本語,16257
ru,Pусский,36163
en,English,44173
fr,Français,22240
fr,Français,22623
ru,Pусский,36162
hi,हिन्दी,58051
en,English,411802
en,English,188489
en,English,410537
en,English,10841
de,Deutsch,10841
en,English,351211
ja,日本語,25114
ja,日本語,39123
en,English,21481
fr,Français,21481
en,English,389396
ru,Pусский,20949
en,English,355730
en,English,361261
en,English,338485
en,English,325189
en,English,379992
en,English,407171
en,English,308686
en,English,231617
en,English,63710
en,English,25778
en,English,18182
en,English,25786
en,English,281506
cs,Český,34075
en,English,34075
en,English,407655
en,English,262848
en,English,207932
en,English,335796
en,English,300424
en,English,28425
en,English,402543
en,English,414767
en,English,330161
en,English,348631
en,English,343611
en,English,59762
en,English,338964
ru,Pусский,83865
ru,Pусский,250895
ru,Pусский,370545
ru,Pусский,33065
ru,Pусский,33534
ru,Pусский,77304
de,Deutsch,279229
en,English,64428
en,English,396330
en,English,86821
en,English,330459
en,English,346672
th,ภาษาไทย,346672
uk,Український,346672
en,English,287281
en,English,37708
pl,Polski,37708
en,English,31245
tr,Türkçe,297298
tr,Türkçe,371153
pt,Português,21752
ru,Pусский,154922
ru,Pусский,314946
ru,Pусский,52939
da,Dansk,207323
da,Dansk,53693
en,English,403052
en,English,18223
pl,Polski,18223
ru,Pусский,362058
en,English,47971
en,English,324849
en,English,26461
en,English,401544
ja,日本語,374205
en,English,400045
en,English,14564
ja,日本語,362584
ja,日本語,362585
cs,Český,414937
en,English,414937
hu,Magyar,414937
en,English,324552
it,Italiano,324552
en,English,263115
es,Español,263115
bg,български език,180863
en,English,180863
en,English,38499
en,English,173897
en,English,374251
en,English,341174
th,ภาษาไทย,51322
de,Deutsch,51322
cn,广州话 / 廣州話,51322
en,English,426580
en,English,417004
ja,日本語,109080
ja,日本語,114370
ja,日本語,114372
ja,日本語,114371
ja,日本語,105231
ja,日本語,50253
ja,日本語,83090
ja,日本語,83091
ja,日本語,66105
ja,日本語,83088
en,English,40120
en,English,17695
en,English,410988
ja,日本語,309028
tr,Türkçe,278475
en,English,11795
en,English,391975
en,English,126889
ja,日本語,347413
en,English,18051
en,English,211798
en,English,19002
en,English,19766
en,English,15212
en,English,9711
en,English,20760
en,English,14611
es,Español,14611
ru,Pусский,64266
ru,Pусский,56372
ar,العربية,137116
en,English,137116
en,English,213927
en,English,65310
en,English,417830
en,English,337339
en,English,141102
hu,Magyar,41663
it,Italiano,41663
it,Italiano,25606
en,English,260514
en,English,400136
ja,日本語,400136
en,English,348893
en,English,445993
ja,日本語,31051
ja,日本語,18334
fr,Français,41289
en,English,401689
en,English,61708
th,ภาษาไทย,37963
tr,Türkçe,64468
tr,Türkçe,48763
en,English,40761
ru,Pусский,430413
ta,தமிழ்,350312
te,తెలుగు,350312
en,English,366143
en,English,203835
en,English,164377
en,English,20648
en,English,360404
en,English,212470
en,English,413736
en,English,324963
en,English,227257
en,English,290727
en,English,166747
en,English,260234
en,English,167666
en,English,167313
en,English,134632
en,English,99247
ru,Pусский,99247
en,English,9990
ru,Pусский,252034
en,English,50332
en,English,19580
ru,Pусский,56525
ru,Pусский,37851
ru,Pусский,62732
ru,Pусский,47812
ru,Pусский,37656
en,English,16269
cn,广州话 / 廣州話,16269
pl,Polski,18575
pl,Polski,24769
ru,Pусский,24769
en,English,324852
ru,Pусский,72203
ru,Pусский,77759
ru,Pусский,77762
cs,Český,20883
ru,Pусский,20883
ja,日本語,294682
ja,日本語,17101
ru,Pусский,41957
ru,Pусский,29361
ru,Pусский,57779
ru,Pусский,61139
ru,Pусский,20884
ru,Pусский,53086
ru,Pусский,62731
ru,Pусский,195065
en,English,452142
en,English,281338
fr,Français,15449
ja,日本語,154727
hu,Magyar,60800
it,Italiano,44268
it,Italiano,37769
de,Deutsch,36888
en,English,2791
ja,日本語,13981
ru,Pусский,77051
ru,Pусский,327982
ru,Pусский,129830
en,English,451644
ja,日本語,154501
fr,Français,10260
fr,Français,56544
it,Italiano,56544
ru,Pусский,150010
en,English,26539
fr,Français,24794
en,English,20755
en,English,13683
en,English,34065
de,Deutsch,34065
ja,日本語,34065
en,English,335988
ru,Pусский,159447
ru,Pусский,313556
ru,Pусский,248747
ru,Pусский,60189
tr,Türkçe,332788
fr,Français,37991
it,Italiano,37991
ru,Pусский,37991
en,English,86337
hu,Magyar,86337
ja,日本語,381519
it,Italiano,71133
it,Italiano,57996
it,Italiano,63179
en,English,2331
it,Italiano,2331
pt,Português,2331
ru,Pусский,79701
en,English,14247
en,English,54551
es,Español,54551
fr,Français,375798
en,English,461053
fr,Français,68637
de,Deutsch,70609
de,Deutsch,36886
de,Deutsch,36887
de,Deutsch,36885
sv,svenska,12097
de,Deutsch,12097
pl,Polski,78359
pl,Polski,152912
fr,Français,248705
en,English,3104
en,English,24568
en,English,19307
en,English,21251
zh,普通话,182030
