adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,collection_id,collection_name,collection_poster_path,collection_backdrop_path
False,28000000,http://www.warnerbros.com/blade-runner,78,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg,1982-06-25,33139618.0,117.0,Released,Man has made his match... now it's his problem.,Blade Runner,False,7.9,3833.0,422837.0,Blade Runner Collection,/foT46aJ7QPUFDl3CK8ArDl0JaZX.jpg,/57zhlMYblPute6qb8v16ZmGSPVv.jpg
False,18000000,https://www.foxconnect.com/home-alone-4.html,771,tt0099785,en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0.702543,/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg,1990-11-09,476684675.0,103.0,Released,A Family Comedy Without the Family.,Home Alone,False,7.1,2487.0,9888.0,Home Alone Collection,/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg,/cYS2aWxECESUN2OS3JiLrKMmOko.jpg
False,28000000,http://movies.disney.com/aladdin,812,tt0103639,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",16.357419,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,1992-11-25,504050219.0,90.0,Released,Wish granted!,Aladdin,False,7.4,3495.0,86027.0,Aladdin Collection,/enl57YvMhTAdic6El5rfZppyzq2.jpg,/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg
False,25000000,http://disney.go.com/disneyvideos/animatedfilms/beauty/?cmp=dcom_VAN_WDSHE_BEA_van_batb__Extl,10020,tt0101414,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",23.433511,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,1991-11-13,377350553.0,84.0,Released,The most beautiful love story ever told.,Beauty and the Beast,False,7.5,3029.0,153010.0,Beauty and the Beast Collection,/mIzZxNAT1GIFaEoPYdJsUKC23Oj.jpg,/obOhJ6VC1IGvlxQYLp1KmjrTbt5.jpg
False,80000000,http://www.missionimpossible.com/,954,tt0117060,en,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",15.793477,/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,1996-05-22,457696359.0,110.0,Released,Expect the Impossible.,Mission: Impossible,False,6.7,2677.0,87359.0,Mission: Impossible Collection,/gwyJPIhCK4Xz2WogeBnhCSQfUek.jpg,/49L0c5utmm0A4BkeDafM9BOhyBT.jpg
False,0,http://www.wallaceandgromit.com/films/a-close-shave,532,tt0112691,en,A Close Shave,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",6.796858,/efFW4euBJIha6WVJoBPSfyui2Aa.jpg,1995-12-24,0.0,30.0,Released,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.,A Close Shave,False,7.5,223.0,529.0,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
False,4000000,http://www.miramax.com/movie/trainspotting/,627,tt0117951,en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",19.348466,/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg,1996-02-23,16491080.0,93.0,Released,Choose life.,Trainspotting,False,7.8,2737.0,424202.0,Trainspotting Collection,/6W9nyZ3Daq4zHkfTRIzNgWg6ai6.jpg,/rIrAfUd5wjkGoDkecNx1aXjGJLu.jpg
False,50000000,http://www.theofficialjohncarpenter.com/escape-from-la/,10061,tt0116225,en,Escape from L.A.,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",12.229381,/rAjz6XFC6Zs07oraJSnajbaAbG9.jpg,1996-08-09,42277365.0,97.0,Released,Snake Is Back.,Escape from L.A.,False,5.6,381.0,115838.0,Escape From ... Collection,/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg,/c9mWaF2oeodriDLqYQr425sasxo.jpg
False,6000000,http://www.thegodfather.com/,238,tt0068646,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg,1972-03-14,245066411.0,175.0,Released,An offer you can't refuse.,The Godfather,False,8.5,6024.0,230.0,The Godfather Collection,/7SJVjEDoo7xH62TS8stkqRk4Byo.jpg,/3WZTxpgscsmoUk81TuECXdFOD0R.jpg
False,2900000,http://movies.disney.com/cinderella-1950,11224,tt0042332,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",14.436858,/cdf4J7tDhSPAghWWgx9EnwQWBfF.jpg,1950-03-04,263591415.0,74.0,Released,The greatest love story ever told.,Cinderella,False,6.8,1760.0,55419.0,Cinderella Collection,/ouN0BQzHKOqK03d9qKXP7JOgQdt.jpg,/yNq1UsclAyXaQGhXVSDoyS9wpFo.jpg
False,12000000,http://movies.disney.com/the-fox-and-the-hound,10948,tt0082406,en,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",10.197106,/hDXg3U4eCxuqvrb7BEDXj2tAsdK.jpg,1981-07-10,29800000.0,82.0,Released,A story of two friends who didn't know they were supposed to be enemies.,The Fox and the Hound,False,7.0,884.0,100970.0,The Fox and the Hound Collection,/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg,/fEix7vMN09DUvt7nHh9qFwN9Op9.jpg
False,0,http://movies.disney.com/aladdin-and-the-king-of-thieves,11238,tt0115491,en,Aladdin and the King of Thieves,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",8.654244,/f6cwFA76j6aaRu1KOQ8bBYfSlLx.jpg,1996-05-20,0.0,81.0,Released,The Spectacular Adventure Continues!,Aladdin and the King of Thieves,False,6.1,494.0,86027.0,Aladdin Collection,/enl57YvMhTAdic6El5rfZppyzq2.jpg,/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg
False,6000000,http://lionsgateathome.com/dirty-dancing,88,tt0092890,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",14.044122,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,1987-08-21,213954274.0,100.0,Released,Have the time of your life.,Dirty Dancing,False,7.1,1371.0,86058.0,Dirty Dancing Collection,/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg,/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg
False,49000000,https://www.sonymoviechannel.com/movies/basic-instinct,402,tt0103772,en,Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",16.628427,/p1DHOfLFZmM567ePKfFNMV4mY92.jpg,1992-03-20,352927224.0,127.0,Released,A brutal murder. A brilliant killer. A cop who can't resist the danger.,Basic Instinct,False,6.5,869.0,86336.0,Basic Instinct Collection,/hiM5EvFgjFboZtPMY5vFjhNnRQc.jpg,/o5rgryRLwlOApsO3toqpqhhdS7H.jpg
False,6000000,http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,tt0082340,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",10.124544,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,1981-05-22,50244700.0,99.0,Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,False,6.9,720.0,115838.0,Escape From ... Collection,/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg,/c9mWaF2oeodriDLqYQr425sasxo.jpg
False,0,http://www.wallaceandgromit.com/films/the-wrong-trousers,531,tt0108598,en,The Wrong Trousers,"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.",7.771233,/xT2NxRbqnTXYqoVQvKSmkLEm4lE.jpg,1993-12-17,0.0,30.0,Released,Winner of the 1993 Academy Award for Best Animated Short.,The Wrong Trousers,False,7.6,266.0,529.0,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
False,18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,1891,tt0080684,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,1980-05-17,538400000.0,124.0,Released,The Adventure Continues...,The Empire Strikes Back,False,8.2,5998.0,10.0,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
False,18000000,http://www.indianajones.com,85,tt0082971,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",19.901576,/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg,1981-06-12,389925971.0,115.0,Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,False,7.7,3949.0,84.0,Indiana Jones Collection,/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg,/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg
False,1200000,"http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",429,tt0060196,it,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",16.788787,/wfPHdfofBD5PN96dV96a51B3Ja2.jpg,1966-12-23,6000000.0,161.0,Released,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",False,8.1,2371.0,48317.0,The Man With No Name Collection,/lzUZptOL6iQqulMvhB2jfT5GepD.jpg,/uAkE1MAvFUiYjOllgDRndispKu3.jpg
False,32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,tt0086190,en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",14.586087,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,1983-05-23,572700000.0,135.0,Released,The Empire Falls...,Return of the Jedi,False,7.9,4763.0,10.0,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
False,11000000,https://www.facebook.com/alienanthology/,348,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,1979-05-25,104931801.0,117.0,Released,In space no one can hear you scream.,Alien,False,7.9,4564.0,8091.0,Alien Collection,/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg,/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg
False,6400000,http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,tt0088247,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,1984-10-26,78371200.0,108.0,Released,Your future is in his hands.,The Terminator,False,7.4,4208.0,528.0,The Terminator Collection,/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg,/cpmbkwSxZnKO69V82A9a34tvk2E.jpg
False,19000000,http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,1985-07-03,381109762.0,116.0,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,False,8.0,6239.0,264.0,Back to the Future Collection,/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg,/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg
False,2280000,http://movies.disney.com/fantasia,756,tt0032455,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",8.03796,/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,1940-11-13,83320000.0,124.0,Released,The most sensational sound you'll ever see!,Fantasia,False,7.2,831.0,55427.0,Fantasia Collection,/qHpXVQVhSOXwFNFCfKfdTnuyrXl.jpg,/7YanwpylLB3yzhwzf11W1tYpcQF.jpg
False,48000000,http://www.indianajones.com/crusade,89,tt0097576,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg,1989-05-24,474171806.0,127.0,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,False,7.6,3221.0,84.0,Indiana Jones Collection,/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg,/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg
False,46000000,http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,tt0117731,en,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",8.808497,/qhVB8eUGwkdVvd8Fezk0AgcMPDH.jpg,1996-11-21,150000000.0,111.0,Released,Resistance is futile.,Star Trek: First Contact,False,7.0,671.0,115570.0,Star Trek: The Next Generation Collection,/sddV6vaUC6x37icJS3opIXTXB07.jpg,/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg
False,7000000,http://www.jaws25.com/,578,tt0073195,en,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",19.726114,/l1yltvzILaZcx2jYvc5sEMkM7Eh.jpg,1975-06-18,470654000.0,124.0,Released,Don't go in the water.,Jaws,False,7.5,2628.0,2366.0,The Jaws Collection,/fgraZdDCvAtBr0MHczmL6raonHd.jpg,/us13Po7SYoHl9wBNVcz04t0oh7F.jpg
False,90000000,http://www.sonypictures.com/homevideo/meninblack/,607,tt0119654,en,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",15.781024,/f24UVKq3UiQWLqGWdqjwkzgB8j8.jpg,1997-07-02,589390539.0,98.0,Released,Protecting the Earth from the scum of the universe.,Men in Black,False,6.9,4521.0,86055.0,Men In Black Collection,/rWcgZaoJ0nxTFRn0H6w9bdtoDUI.jpg,/xKz6YaOvmnIJQ3MYIpnaa7FBaAB.jpg
False,30000000,http://www.paramount.com/movies/hunt-red-october,1669,tt0099810,en,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",15.91126,/bqvlKYlWq2uibsuVzKTWseeccd2.jpg,1990-03-02,199200000.0,134.0,Released,Invisible. Silent. Stolen.,The Hunt for Red October,False,7.2,971.0,192492.0,The Jack Ryan Collection,/uCuiExsQDyJagov5aVAyw38YEm.jpg,/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg
False,32000000,http://www.ha3.com/,9714,tt0119303,en,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back.",8.04209,/z6ugEdjGuY4qcX1ymdV2CTVSvKN.jpg,1997-12-12,79082515.0,102.0,Released,Ready for more. Much more.,Home Alone 3,False,5.1,632.0,9888.0,Home Alone Collection,/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg,/cYS2aWxECESUN2OS3JiLrKMmOko.jpg
False,110000000,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,tt0120347,en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg,1997-12-11,333011068.0,119.0,Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,False,6.0,941.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg
False,300000,http://www.theofficialjohncarpenter.com/halloween/,948,tt0077651,en,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",13.672759,/vjoOFOTBJcJvA1weJejlZ92LZD4.jpg,1978-10-25,70000000.0,91.0,Released,The Night He Came Home,Halloween,False,7.4,1066.0,91361.0,Halloween Collection,/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg,/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg
